ADDRESS,STREET NUMBER,STREET,APARTMENT,CITY,COUNTY,STATE,ZIP CODE,LIST PRICE,PRIOR PRICE,PRIOR PRICE DATE,CHANGE FROM PRIOR PRICE ($),CHANGE FROM PRIOR PRICE (%),ORIGINAL PRICE,ORIGINAL PRICE DATE,CHANGE FROM ORIGINAL PRICE ($),CHANGE FROM ORIGINAL PRICE (%),SALE PRICE,SALE DATE,STATUS,LISTING TYPE,PROPERTY TYPE,BEDS,FULL BATHS,PARTIAL BATHS,SQ FT,PRICE/SQFT,LOT SIZE,YEAR BUILT,NEIGHBORHOOD,DESCRIPTION,PRIMARY PHOTO,NUMBER OF PHOTOS,VIRTUAL TOUR,MY NOTES,DATE SAVED,MLS ID,DAYS ON TRULIA,URL,AGENT NAME,AGENT EMAIL,AGENT PHONE,BROKER NAME,PROVIDED BY,LISTING SOURCE URL,OPEN HOUSE DATE (1),OPEN HOUSE TIME (1),OPEN HOUSE END TIME (1),OPEN HOUSE DATE (2),OPEN HOUSE START TIME (2),OPEN HOUSE END TIME (2),OPEN HOUSE DATE (3),OPEN HOUSE START TIME (3),OPEN HOUSE END TIME (3)
      16106 SW Palermo Ln Tigard OR 97223,16106,SW Palermo Ln,,Tigard,Washington,OR,97223,289500,$294900,Apr 25 2014,-$5400,-1.8%,$294900,Apr 12 2014,-$5400,-1.8%,,,For Sale,Resale,Single-Family Home,3,2,1,1402,206.49072,5 227 sqft,1998,,Beautiful home situated in area of more expensive houses.Lives larger than the square feet! Open great room featuring a wood burning fireplace vaults and lots of natural light! Located on the edge of culdesac so that there is not a house directly behind it. Large private backyard with sought after southern exposure! Walk to Progress Ridge shopping restaurants movies etc! Move in ready. Washer dryer & refrigerator included!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/2/7/4/8/picture-uh=4892fd5275ff9e835bbcc87bafb627-ps=2748313f83e7bcb236aaf11379c2e.jpg,12,,,2014-04-26 13:50:34,14667663,15,http://www.trulia.com/property/3152103173-16106-SW-Palermo-Ln-Tigard-OR-97223,Julie Reynolds,julie@homesbyjulie.net,(503) 805-6301,,Summa Real Estate Group,http://listings.listhub.net/pages/RMLSOR/14667663/?channel=trulia,,,,,,,,,
      22345 SW Mandan Dr Tualatin OR 97062,22345,SW Mandan Dr,,Tualatin,Washington,OR,97062,390000,$400000,Apr 25 2014,-$10000,-2.5%,$400000,Mar 20 2014,-$10000,-2.5%,,,For Sale,Resale,Single-Family Home,3,2,1,2616,149.08257,10 454 sqft,1998,,Expanded custom home on small cul-de-sac. Great room with family room and kitchen formal dining room with wood floors office on the main floor Master suite with sitting area & walk-in-shower second office up with separate bonus room.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/c/c/e/c/picture-uh=d114cad5fb19102f491448c906c76-ps=ccec2010743aa1749238113838c67080.jpg,14,,,2014-04-26 13:50:19,14487469,39,http://www.trulia.com/property/3149490355-22345-SW-Mandan-Dr-Tualatin-OR-97062,Chris Suarez,chris@pdxpropertygroup.com,(503) 748-8300,,Keller Williams Realty Professionals,http://realestate.kellerwilliams.com/pages/RMLSOR/14487469/?channel=trulia,,,,,,,,,
      11894 SE Masa Ln Happy Valley OR 97086,11894,SE Masa Ln,,Happy Valley,Clackamas,OR,97086,474900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,0,3198,148.49907,0.25 acres,1997,,New listing Open Sunday 4/27 1-3:00. Awesome curb appeal! Stellar neighborhood w/path to top rated Spring Mtn Elem. Quiet backs to open space. Very spacious bonus could be divided for 4th bed/bath. Entertain w/wet bar media room hot tub deck. Perfect condition w/many rooms recent Devine paint. Plantation blinds coved master ceiling office cherry built ins marble entry. Minutes to I-205 Nordstrom airport New Seasons!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/e/2/b/6/picture-uh=c8876c51f35bc1fe1ad544331a73d8-ps=e2b62ed87e466eeebeb3433c7a53ea6.jpg,16,,,2014-04-26 13:49:22,14422476,2,http://www.trulia.com/property/3153629549-11894-SE-Masa-Ln-Happy-Valley-OR-97086,Kim Lee Kress,skkress@aol.com,(503) 497-2138,,Windermere Real Estate,http://listhub.windermere.com/pages/WINDERMERE/24338374/?channel=trulia,,,,,,,,,
      13061 SE Terra Cascade Loop Happy Valley OR 97086,13061,SE Terra Cascade Loop,,Happy Valley,Clackamas,OR,97086,324900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2034,159.73451,,1997,,Feels like Home! Updated Charming Traditional with Pzazz! Large Roomy Rooms~Central Air~Stainless Appliances~New Countertops~New Sink~New Vinyl Floors~New Light Fixtures~Wood Blinds~Plumbed for Central Vac~Sprinklers~Yard Lights~Water Feature~Large Fenced Yard~Large Double Garage~Tool Shed~Large Covered Porch~Easy Care Landscaping~Nice & Quiet Neighborhood.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/4/f/2/5/picture-uh=16793fd968e2cea02b6476f84db7ecf-ps=4f2583a613a867f7d2e3b230dcde19c9.jpg,16,http://TerryIversonPhotography.com/gallery/washinger/13061,,2014-04-26 13:49:04,14669763,2,http://www.trulia.com/property/3153630215-13061-SE-Terra-Cascade-Loop-Happy-Valley-OR-97086,Sue Washinger,swashinger@comcast.net,(503) 869-0111,,Better Homes and Gardens Real Estate Realty Partners,http://listhub.bhgrealestate.com/pages/RFGBHG/4300460/?channel=trulia,,,,,,,,,
      20805 SW Trails End Dr Sherwood OR 97140,20805,SW Trails End Dr,,Sherwood,Washington,OR,97140,314900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2261,139.27466,6 098 sqft,1997,,Light and bright this wonderful home offers a new 2 story addition. Great location/schools/shopping easy access to HWY 99.New carpet and paint shows great!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/3/5/e/b/picture-uh=ad8386f46589e5d7ff1bd1a02f5b09b-ps=35eb5402f21e7e0d09ff63938f8e8b7.jpg,3,,,2014-04-25 07:51:01,14137102,3,http://www.trulia.com/property/3153500758-20805-SW-Trails-End-Dr-Sherwood-OR-97140,Tedi McKnight-Heikes,tdi@raindanceproperties.com,5038192430,,Rain Dance Properties Inc,http://listings.listhub.net/pages/RMLSOR/14137102/?channel=trulia,,,,,,,,,
      11599 SW 134th Pl Tigard OR 97223,11599,SW 134th Pl,,Tigard,Washington,OR,97223,299900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,3,0,2084,143.90594,4 791 sqft,1986,,Summerlake neighborhood! Lots of space for everyone. 4 bedrooms & 3 full bathrooms! Master suite & 2 other bedrooms on main. Upstairs: Bonus rm w/ surround sound & wetbar bedroom & full bathroom (could use as another master.) New exterior paint kitchen faucet downstairs bathroom sinks Newer roof water heater carpet & SS range. living rm dining rm family rm & bonus room. On a cul-de-sac w/ Lots of light. Fridge included. A/C too!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/e/a/1/0/picture-uh=3779bacc150d2a480879a58c69bd-ps=ea1057302d42beb81f2a97d938f7a6b3.jpg,16,http://tour.circlepix.com/home/CVDKP4,,2014-04-25 07:50:43,14042998,3,http://www.trulia.com/property/1078437478-11599-SW-134th-Pl-Tigard-OR-97223,Amanda Tahayori GRI SRES,amandat@johnlscott.com,(503) 451-6201,,John L. Scott,http://listings.listhub.net/pages/RMLSOR/14042998/?channel=trulia,,,,,,,,,
      14275 SW 161st Ave Tigard OR 97224,14275,SW 161st Ave,,Tigard,Washington,OR,97224,429950,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,3,,2450,175.48979,0.47 acres,1971,,Beautiful home and large Bull Mountain lot. Mostly 1 level living plus a basement bonus room and huge storage area. Spacious rooms brick fireplace parquet floors vinyl windows. Nice in law quarters with full 3rd bath. Huge lot with trees flowers gardens possible RV Parking views of sunsets-trees-valley plus much more!!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/3/1/4/picture-uh=8fcd45c91f36de9fab37d9c5e3bf8fdf-ps=d314e78ccdb299fcf544729dfb494ca.jpg,9,,,2014-04-25 07:50:26,14419340,3,http://www.trulia.com/property/3153579446-14275-SW-161st-Ave-Tigard-OR-97224,Bob Bramel,bob_bramel@hotmail.com,(503) 336-9793,,real pro nw,http://www.Oregon-Houses.com#tr987405,,,,,,,,,
      15888 SE Chelsea Morning Dr Happy Valley OR 97086,15888,SE Chelsea Morning Dr,,Happy Valley,Clackamas,OR,97086,399900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,1,2420,165.24794,5 227 sqft,2005,,Gorgeous impeccably maintained home in charming upscale neighborhood. Valley and mountain views from family room kitchen & deck. Elevation creates privacy. Upgraded kitchen with center island laminated plank flooring neutral colors lots of light corner fireplace. Perfect for entertaining dining room is made for family gatherings. Spacious master suite with soak tub double sinks large walk-in closet.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/c/6/1/5/picture-uh=b48227a534b5c193c499be868f9873b3-ps=c615d57b6ae15dd9dbc45f916c957f5f.jpg,16,,,2014-04-25 07:48:59,14248228,3,http://www.trulia.com/property/3153563602-15888-SE-Chelsea-Morning-Dr-Happy-Valley-OR-97086,Charlie Phillips,chazphil@gmail.com,(503) 750-5574,,Oregon Realty Company,http://listings.listhub.net/pages/RMLSOR/14248228/?channel=trulia,,,,,,,,,
      11913 SE Hunter Dr Happy Valley OR 97086,11913,SE Hunter Dr,,Happy Valley,Clackamas,OR,97086,375000,$409900,Apr 24 2014,-$34900,-8.5%,$409900,Mar 23 2014,-$34900,-8.5%,,,For Sale,Resale,Single-Family Home,4,3,1,3393,110.52166,10 018 sqft,1999,,Backs to Common area with Master on the main! Deerfield Park at end of quiet street. Open loft 2 decks great room theater room family room with wet bar. Hardiplank siding. Surrounded by elegant top notch classy homes in Happy Valley. Awesome price!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/3/f/9/8/picture-uh=ad575fa9bd809f24a5af7140dbf1b89-ps=3f98664d3befbdd12ef2654cd3aee547.jpg,16,,,2014-04-25 07:48:34,14033053,35,http://www.trulia.com/property/3149851776-11913-SE-Hunter-Dr-Happy-Valley-OR-97086,Tom Hale,tom@halehomes.com,(503) 421-2109,,THe Hale Group Inc. Real Estate,http://listings.listhub.net/pages/RMLSOR/14033053/?channel=trulia,,,,,,,,,
      1924 Aztec Ct West Linn OR 97068,1924,Aztec Ct,,West Linn,Clackamas,OR,97068,469900,$500000,Apr 22 2014,-$30100,-6%,$500000,Mar 13 2014,-$30100,-6%,,,For Sale,Resale,Single-Family Home,4,2,1,2826,166.27742,8 712 sqft,1984,Hidden Springs,Enjoy the privacy&serenity offered by this unique home backing to Sunburst Park.3 bedrooms+den(or 4th bed) all on one level.Newer 50yr roof windows paint patio drapes doors appliances water heater baths kitchen skylights sauna cent.vac &more!Fully fenced yard 2patios pond w/waterfall Tea House Shed &exquisite Japanese Gardens offer display of color year round!Neighborhood tennis/pool.Nearby parks walking trails shopping dining&schools!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/1/2/f/0/picture-uh=1a914ebbfe2cb2194acf6f75e28cbf1d-ps=12f09f1ffed48dbaa9f61bf82f1810c1.jpg,17,http://www.hasson.com/property/25697049/syn/3/,,2014-04-24 06:45:15,14030759,45,http://www.trulia.com/property/3148756223-1924-Aztec-Ct-West-Linn-OR-97068,Hasson,lauren@hasson.com,(503) 348-0536,,Hasson,http://www.hasson.com/property/25697049/syn/3/,,,,,,,,,
      18148 SW Swordfern Ln Sherwood OR 97140,18148,SW Swordfern Ln,,Sherwood,Washington,OR,97140,425000,$435000,Apr 23 2014,-$10000,-2.3%,$435000,Apr 18 2014,-$10000,-2.3%,,,For Sale,Resale,Single-Family Home,4,3,0,2598,163.58737,5 227 sqft,2004,,Beautiful traditional w/hardwood and tile floors upgraded carpet high and vaulted ceilings large family room newer paint and EXTRA large master suite w/dual closets and skylight. Entertainers kitchen w/island eat bar & gas appl. Private and quiet fenced backyard w/new deck patio sprinkler system and hydro therapy hot tub....backs to landlocked private land! Close to parks schools and YMCA. Walking trails throughout neighborhood!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/9/3/4/5/picture-uh=d039f8f1d4114e8a7921b067b533386e-ps=9345d9e528d39218b1a6d36f691c91a5.jpg,16,,,2014-04-24 06:44:46,14610556,9,http://www.trulia.com/property/3152937264-18148-SW-Swordfern-Ln-Sherwood-OR-97140,Stacy Owens,stacy@stacysellsyourhome.com,(503) 267-3099,,Keller Williams Realty Portland Premiere,http://realestate.kellerwilliams.com/pages/RMLSOR/14610556/?channel=trulia,,,,,,,,,
      17488 Mardee Ave Lake Oswego OR 97035,17488,Mardee Ave,,Lake Oswego,Clackamas,OR,97035,499950,$519000,Apr 22 2014,-$19050,-3.7%,$519000,Mar 29 2014,-$19050,-3.7%,,,For Sale,Resale,Single-Family Home,4,2,1,2168,230.60425,0.25 acres,1990,,Beautifully updated home: new roof 2012 chef's kitchen gas cook cherry hardwood floors many built-ins and newer designer paints. Great floor plan lives large and flows well. Family room with cozy fireplace. Entertainer inside and out. Grand oaks grace the private spacious back yard including patio and 42x16 deck and raised garden beds. Located at end of flat cul-de-sac. Great walking areas and close schools. 3 Boat Easements!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/f/9/3/e/picture-uh=619cf9ae308b83d54d355a6a5d3ac710-ps=f93e1bb84a44e0698f9361e29b74f0a.jpg,16,,,2014-04-24 06:44:30,14341139,29,http://www.trulia.com/property/1049366055-17488-Mardee-Ave-Lake-Oswego-OR-97035,Renee Brewer,ReneeBrewer4Homes@gmail.com,(503) 327-9071,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14341139/?channel=trulia,,,,,,,,,
      6655 SW Ventura Dr Tigard OR 97223,6655,SW Ventura Dr,,Tigard,Washington,OR,97223,325000,$335000,Apr 22 2014,-$10000,-3%,$360000,Jan 28 2014,-$35000,-9.7%,,,For Sale,Resale,Single-Family Home,4,2,1,2480,131.04839,0.25 acres,1993,,You will love this fabulous close-in location! Beautiful move-in condition! Great kitchen with slab granite counters & stainless appliances. Spacious rooms. Master Suite. Newer Siding & Roof w/gutter guard. New furnace and A/C. 2 Decks for Outdoor Living Sprinkler System Oversized garage with storage (potential wine cooler). Landscaped terraced yard w/shed. Neighborhood park. Enjoy peace & privacy & dead-end cul-de-sac. Easy access to city & freeways.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.56/d/9/5/6/picture-uh=1f415daaefd7cf794134e64640bb23-ps=d956c34b853cacc3e759a9e9e8aa7087.jpg,16,,,2014-04-24 06:44:15,14106420,89,http://www.trulia.com/property/1078383928-6655-SW-Ventura-Dr-Tigard-OR-97223,Kevin Mapes,michelle@homehelperconsultants.com,5032705624,,Keller Williams Sunset Corridor,http://realestate.kellerwilliams.com/pages/RMLSOR/14106420/?channel=trulia,,,,,,,,,
      10802 SE 144th Loop Happy Valley OR 97086,10802,SE 144th Loop,,Happy Valley,Clackamas,OR,97086,429000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2658,161.39955,0.34 acres,2002,,Stunning custom built craftsman in the heart of Happy Valley! Exquisite Brazilian cherry floors gourmet kitchen w/ granite & large island along w/stainless appliances built in's floor to ceiling stone fireplace custom woodwork galore high ceilings trex decks living areas on main two floors! Marble in bathrooms & laundry room Master suite w/oversized jet tub no expense spared! Great CUSTOM build! Professional photos added 4/29/14,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/a/c/5/picture-uh=78d65ffe205f70c5be96bf6747e8fc38-ps=dac5dce7b6bfb13cf2348e9437b5df75.jpg,14,,,2014-04-24 06:43:47,14265770,4,http://www.trulia.com/property/3153390306-10802-SE-144th-Loop-Happy-Valley-OR-97086,Steven Alves,jalves@PremierePropertyGroup.com,5034300464,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14265770/?channel=trulia,,,,,,,,,
